Date,Open,Higt,Low,Close,Volume,RSI,RSISignal,CCI,CCISignal,UpDI,DownDI,ADX,PDI,MDI,WilliamsR,WilliamsD,MACD,MACDSignal,MACDOscillator,Close5ma,Close10ma,Close20ma,Close60ma,INDNB,INSNB,FNB,Call,EX,SSR
2015-10-19,23193,23415,22528,23254,2625461,0.3432,0.4051,-150.86,-95.25,9.48,44.48,0.3501,0.0948,0.4448,-0.8332,-0.8946,-494.93,-273.64,-221.29,97.88,94.75,93.44,91.1,13798,-27320,19234,1.49,1121,7.97
2015-10-20,23032,23758,23032,23375,1730001,0.3567,0.3954,-103.62,-96.92,14.66,38.38,0.3631,0.1466,0.3838,-0.8054,-0.85,-535.53,-326.02,-209.51,99.25,96.34,94.28,91.76,21132,-23966,846,1.49,1131,9.03
2015-10-21,23395,23637,23193,23254,1301652,0.2626,0.3688,-89.26,-95.39,13.37,35,0.3743,0.1337,0.35,-0.8332,-0.8416,-570.88,-374.99,-195.89,99.84,96.79,94.17,91.46,34589,-8291,-27012,1.49,1132.5,17.81
2015-10-22,23193,23193,22569,22609,2147130,0.1809,0.3312,-109.2,-98.15,11.55,42.61,0.4008,0.1155,0.4261,-0.9795,-0.9105,-643.52,-428.7,-214.83,97.72,95.2,92.03,89.11,86584,-56888,-36845,1.49,1138.6,9.26
2015-10-23,22770,23052,22690,23052,1155863,0.1668,0.2983,-85.88,-95.7,10.49,38.69,0.4238,0.1049,0.3869,-0.866,-0.8883,-657.77,-474.51,-183.26,99.75,97.8,94.21,91,-26834,-22417,60736,1.49,1124.7,3.25
2015-10-26,23113,23274,22790,22972,961844,0.1654,0.2718,-71.51,-90.86,14.17,34.67,0.4233,0.1417,0.3467,-0.8864,-0.8874,-667.81,-513.17,-154.64,99.65,98.15,94.25,90.87,7172,-11643,7734,1.48,1133.8,3.73
2015-10-27,22871,22992,22649,22811,1285335,0.1791,0.2532,-80.11,-88.71,13.06,35.18,0.428,0.1306,0.3518,-0.9088,-0.8981,-680.92,-546.72,-134.2,99.44,98.13,93.97,90.42,53986,-34162,-14747,1.48,1131,6.87
2015-10-28,22952,23214,22770,23153,1604474,0.2523,0.253,-55.02,-81.97,16.92,31.49,0.4111,0.1692,0.3149,-0.7986,-0.8484,-656.14,-568.6,-87.54,101.02,100.21,95.7,91.95,10108,-14162,-215,1.48,1131,5.52
2015-10-29,23254,23496,22972,23113,1093251,0.2829,0.259,-33.28,-72.23,21.53,27.57,0.3727,0.2153,0.2757,-0.7678,-0.8081,-632.44,-581.37,-51.07,100.4,100.15,95.98,91.87,-3796,4053,-1639,1.48,1142.3,6.16
2015-10-30,23093,23274,22871,22891,742555,0.2829,0.2638,-52.6,-68.31,19.38,27.32,0.3456,0.1938,0.2732,-0.8447,-0.8264,-624.38,-589.97,-34.4,99.58,99.32,95.61,91.08,7762,8257,-16989,1.5,1140.1,7.8
2015-11-02,22750,22851,22266,22428,1406251,0.2668,0.2644,-136.69,-81.98,16.45,37.83,0.3521,0.1645,0.3783,-0.9313,-0.8789,-647.88,-601.55,-46.32,98.03,97.66,94.42,89.4,46011,-28387,-17297,1.5,1137,13.5
2015-11-03,22468,22690,22186,22408,1234494,0.2364,0.2588,-161.93,-97.97,14.42,35.12,0.3609,0.1442,0.3512,-0.8998,-0.8893,-660.5,-613.34,-47.16,98.29,97.98,95.08,89.51,9160,-3452,-3827,1.5,1133.1,14
2015-11-04,22468,23133,22448,23133,1527332,0.4666,0.3004,-23.94,-83.17,22.36,29.15,0.3303,0.2236,0.2915,-0.3976,-0.6435,-605.03,-611.68,6.65,101.48,101.21,98.68,92.57,-47230,11429,42641,1.5,1132,3.54
2015-11-05,23355,24362,23334,24241,4736886,0.6151,0.3633,239.83,-18.57,41.74,21.87,0.3279,0.4174,0.2187,-0.0556,-0.3495,-466.29,-582.6,116.31,105.3,105.3,103.66,97.15,-195557,129431,68922,1.49,1138.5,3.14
2015-11-06,24020,24181,23778,23979,1729663,0.5763,0.4059,170.38,19.22,37.65,19.73,0.3258,0.3765,0.1973,-0.176,-0.2628,-373.17,-540.72,167.54,103.19,103.75,102.73,96.32,-31972,39636,-8236,1.49,1141.9,5.65
2015-11-09,24140,24181,23072,23173,1598360,0.4814,0.421,70.23,29.42,29.64,29.09,0.2836,0.2964,0.2909,-0.5464,-0.4046,-360.26,-504.63,144.36,99.09,100.17,99.59,93.32,23000,1483,-22102,1.5,1157.2,3.69
2015-11-10,22851,22972,22347,22508,1776058,0.4376,0.4243,-84.61,6.62,25.05,38.16,0.2735,0.2505,0.3816,-0.852,-0.6283,-399.09,-483.52,84.43,96.16,97.43,97.12,90.93,74275,-58207,-19878,1.49,1156.9,8.47
2015-11-11,22448,22851,22448,22468,935458,0.4869,0.4368,-83.35,-11.38,23.04,35.11,0.2647,0.2304,0.3511,-0.8704,-0.7494,-428.16,-472.45,44.29,96.54,97.54,97.39,91.12,9541,-2481,-9540,1.49,1154.9,12.74
2015-11-12,22992,24181,22992,23979,4180594,0.5719,0.4639,101.15,11.13,38.44,25.2,0.2571,0.3844,0.252,-0.176,-0.4627,-325.51,-443.06,117.55,103.26,103.71,103.81,97.49,-226648,125012,103608,1.5,1158.2,2.36
2015-11-13,23677,24161,23596,24060,1824140,0.5844,0.488,109.23,30.75,34.72,22.76,0.2506,0.3472,0.2276,-0.1388,-0.3007,-234.92,-401.43,166.51,103.54,103.54,103.96,97.97,-103322,75359,31177,1.49,1163.8,6.44
2015-11-16,23677,23959,23193,23193,1728626,0.5267,0.4957,34.52,31.5,29.63,26.24,0.2253,0.2963,0.2624,-0.5372,-0.419,-230.43,-367.23,136.8,99.79,99.48,100.23,94.59,68556,-17192,-52455,1.49,1174.1,7.65
2015-11-17,23496,23536,23052,23133,1172065,0.4985,0.4963,3.42,25.89,27.08,26.49,0.1967,0.2708,0.2649,-0.5648,-0.4919,-229.07,-339.6,110.53,99,98.92,100.02,94.48,48101,-15668,-32296,1.49,1170.4,10.63
2015-11-18,23072,23395,22911,23093,1106957,0.4985,0.4967,-11.21,18.47,24.63,26.73,0.1759,0.2463,0.2673,-0.5832,-0.5375,-228.59,-317.4,88.81,98.3,98.76,99.88,94.44,11849,-14208,2067,1.49,1172.2,17.62
2015-11-19,23113,23355,22871,23234,909067,0.5253,0.5024,-9.97,12.78,22.3,24.98,0.16,0.223,0.2498,-0.5184,-0.528,-214.36,-296.79,82.43,99.53,99.79,100.36,95.13,27483,-1360,-26303,1.49,1161.7,3.11
2015-11-20,23173,23536,23113,23274,899713,0.5664,0.5152,4.65,11.15,24.08,22.81,0.1423,0.2408,0.2281,-0.5,-0.514,-197.58,-276.95,79.37,100.38,100.27,100.48,95.46,24620,8708,-34218,1.49,1154.3,3.4
2015-11-23,23314,23375,22931,22992,1180120,0.5441,0.521,-41.17,0.69,21.79,24.54,0.1313,0.2179,0.2454,-0.6799,-0.5969,-204.67,-262.49,57.82,99.34,99.13,99.26,94.5,61365,-28445,-32795,1.49,1158.5,12.78
2015-11-24,22911,22952,22569,22730,1640447,0.4673,0.5103,-99.8,-19.41,19.72,30.33,0.142,0.1972,0.3033,-0.8099,-0.7034,-228.8,-255.75,26.96,98.55,97.91,98.15,93.61,71515,-59801,-11286,1.49,1153.8,13.53
2015-11-25,22851,22891,22549,22589,1202679,0.3411,0.4764,-100.05,-35.54,18.11,28.34,0.1525,0.1811,0.2834,-0.868,-0.7857,-256.34,-255.87,-0.47,98.37,97.25,97.66,93.32,78174,-52768,-25057,1.5,1143.4,3.94
2015-11-26,22629,22811,22569,22629,955571,0.3643,0.454,-90.05,-46.44,16.99,26.58,0.1615,0.1699,0.2658,-0.8462,-0.816,-271.81,-259.06,-12.75,99.06,97.99,97.93,93.78,18934,-12529,-4621,1.49,1147.3,5.06
2015-11-27,22811,23677,22750,23395,2869374,0.5225,0.4677,32.38,-30.67,32.56,20.27,0.171,0.3256,0.2027,-0.4286,-0.6223,-219.72,-251.19,31.47,102.31,101.6,101.14,97.15,-121963,41947,86213,1.49,1153,1.29
2015-11-30,25491,26397,24060,24302,14547401,0.6732,0.5088,260.92,27.64,58.08,11.36,0.2379,0.5808,0.1136,-0.5305,-0.5764,-104.06,-221.76,117.71,105.07,105.03,104.63,101.03,604833,-381619,-223334,1.5,1158.1,6.61
2015-12-01,24342,24523,23838,24060,3131667,0.648,0.5366,108.94,43.9,52.05,13.54,0.2844,0.5205,0.1354,-0.6073,-0.5919,-31.56,-183.72,152.17,102.84,103.57,103.23,100.16,-47988,19113,25192,1.48,1158,1.9
2015-12-02,24463,24906,24140,24140,2989988,0.5204,0.5334,122.35,59.59,51.18,11.8,0.3299,0.5118,0.118,-0.5865,-0.5892,31.99,-140.58,172.57,101.83,103.45,103.35,100.56,-103997,69999,30261,1.44,1164.3,1.35
2015-12-03,23435,24402,23435,24342,2682074,0.5346,0.5336,76.67,63.01,43.75,20.67,0.3337,0.4375,0.2067,-0.534,-0.5616,97.52,-92.96,190.48,101.22,103.82,104.19,101.45,-95458,20652,72846,1.45,1164.6,1.75
2015-12-04,24040,24443,23838,23838,1448234,0.587,0.5443,62.5,62.91,40.24,18.71,0.3379,0.4024,0.1871,-0.665,-0.6133,107.55,-52.86,160.41,98.76,101.43,102.06,99.41,-10489,14988,-5204,1.4,1156.7,3.09
2015-12-07,23979,24241,23919,23919,1360244,0.6054,0.5565,52.07,60.74,37.51,17.44,0.3415,0.3751,0.1744,-0.644,-0.6286,120.64,-18.16,138.8,99.41,101.38,102.24,99.86,-56233,27660,28214,1.44,1168.2,2
2015-12-08,23959,24060,23536,23596,1240955,0.5627,0.5578,15.81,51.75,34.04,22.59,0.3229,0.3404,0.2259,-0.7279,-0.6783,103.76,6.23,97.53,98.45,99.64,100.63,98.62,-20987,-14168,35395,1.46,1178.6,4.63
2015-12-09,23697,23778,23395,23395,853611,0.5198,0.5502,-10.77,39.25,31.57,23.62,0.2991,0.3157,0.2362,-0.7801,-0.7292,73.32,19.64,53.67,98.22,98.46,99.58,97.89,1982,-22342,20466,1.46,1179.3,4.46
2015-12-10,23294,23334,22730,22730,1616349,0.4421,0.5286,-73.09,16.78,27.57,33.29,0.2717,0.2757,0.3329,-0.953,-0.8411,-4.42,14.83,-19.25,96.74,95.62,97,95.23,38955,-40946,1120,1.48,1181.3,4.52
2015-12-11,22770,23032,22690,22710,957903,0.4682,0.5165,-81.42,-2.86,25.65,31.78,0.2498,0.2565,0.3178,-0.9582,-0.8996,-66.87,-1.51,-65.36,97.59,95.81,97.2,95.28,21252,-22459,3551,1.48,1179.5,8.63
2015-12-14,22206,22508,21763,21763,1723693,0.4055,0.4943,-148.79,-32.05,20.96,43.85,0.2635,0.2096,0.4385,-1,-0.9498,-190.58,-39.32,-151.26,95.29,92.81,93.43,91.54,65500,-19852,-46857,1.48,1184.8,6.73
2015-12-15,21763,22045,21743,21823,1379583,0.424,0.4802,-143.07,-54.25,19.65,41.51,0.2761,0.1965,0.4151,-0.9828,-0.9663,-280.54,-87.57,-192.98,97.06,93.96,93.95,92.02,-16647,-5792,27591,1.46,1183.4,10.97
2015-12-16,22105,22629,22105,22408,946847,0.4802,0.4802,-92.26,-61.85,28.22,34.77,0.2531,0.2822,0.3477,-0.8571,-0.9117,-301.17,-130.29,-170.88,100.54,97.2,96.61,94.67,-37668,257,38132,1.46,1176.2,3.04
2015-12-17,22871,22871,22408,22448,680936,0.4025,0.4647,-65.94,-62.67,30.56,31.39,0.2212,0.3056,0.3139,-0.8485,-0.8801,-310.7,-166.37,-144.33,100.98,98.18,96.95,95.02,12581,-11304,-2924,1.46,1180.1,9.96
2015-12-18,22327,22629,22105,22589,667993,0.2906,0.4299,-65.86,-63.31,27.12,34.37,0.2074,0.2712,0.3437,-0.7325,-0.8063,-303.38,-193.77,-109.61,101.72,99.34,97.7,95.78,-21436,14888,6738,1.48,1183,13.93
2015-12-21,22609,22649,22387,22609,573358,0.3125,0.4064,-49.16,-60.48,25.93,32.27,0.1943,0.2593,0.3227,-0.7262,-0.7663,-292.59,-213.54,-79.06,101.04,100.01,97.87,96.02,1547,-7725,6866,1.48,1177.6,4.59
2015-12-22,22569,22589,22367,22448,993197,0.2858,0.3823,-49.88,-58.36,24.35,30.8,0.184,0.2435,0.308,-0.7389,-0.7526,-293.65,-229.56,-64.09,99.77,99.8,97.23,95.49,1366,-26333,25955,1.48,1173.3,8.99
2015-12-23,22569,22609,22347,22367,914015,0.2421,0.3542,-46.43,-55.97,22.62,28.62,0.1751,0.2262,0.2862,-0.7689,-0.7607,-297.59,-243.17,-54.43,99.44,99.9,96.93,95.31,-4265,-4782,11138,1.49,1173.1,5.96
2015-12-24,22468,22549,22287,22287,954638,0.2722,0.3378,-47.92,-54.36,20.91,28.19,0.1715,0.2091,0.2819,-0.7822,-0.7715,-303.68,-255.27,-48.41,99.23,99.74,96.65,95.18,-13413,2932,11289,1.49,1167.8,13.1
2015-12-28,22589,22649,22287,22287,1608990,0.2545,0.3212,-36.5,-50.79,21.63,25.16,0.1587,0.2163,0.2516,-0.7652,-0.7683,-304.98,-265.21,-39.77,99.5,99.93,96.89,95.41,-87080,20442,74839,1.49,1165.4,5.31
2015-12-29,22468,22952,22468,22851,1413467,0.3955,0.336,53.25,-29.98,26.07,20.49,0.1535,0.2607,0.2049,-0.4555,-0.6119,-257.53,-263.67,6.14,101.8,101.96,99.65,98.06,-38437,-2872,38365,1.49,1169.6,5.66
2015-12-30,22952,23617,22931,23334,1816651,0.4921,0.3673,201.93,16.4,38.09,16.43,0.186,0.3809,0.1643,-0.151,-0.3815,-178.89,-246.72,67.82,103.13,103.42,101.92,100.33,-49432,16792,37361,1.49,1172.5,6.84
2016-01-04,23677,23677,23234,23234,1477275,0.5768,0.4092,188.6,50.84,35.23,14.52,0.2167,0.3523,0.1452,-0.2291,-0.3053,-123.22,-222.02,98.8,101.91,102.6,101.69,100.08,3623,-29064,14352,1.48,1187.7,7.9
2016-01-05,22992,23677,22931,23596,1578257,0.6222,0.4518,153.43,71.36,28.72,19.34,0.2138,0.2872,0.1934,-0.0419,-0.1736,-49.32,-187.48,138.16,102.32,103.67,103.44,101.77,-65059,26084,34574,1.49,1188,16.97
2016-01-06,23778,24402,23637,23999,2700286,0.863,0.534,188.67,94.82,40.18,15.72,0.2437,0.4018,0.1572,-0.1516,-0.1626,41.29,-141.73,183.01,102.55,104.79,105.17,103.57,-98260,72392,30956,1.49,1197.9,6.4
2016-01-07,23858,24282,23496,23637,1698141,0.7682,0.5809,123.42,100.54,33.19,16.11,0.2574,0.3319,0.1611,-0.333,-0.2478,82.93,-96.8,179.72,100.33,102.75,103.65,102.08,9562,-13078,-2840,1.49,1200.6,12.8
2016-01-08,23234,23355,22911,23214,1985233,0.6252,0.5897,30.61,86.56,28,26.19,0.2275,0.28,0.2619,-0.5172,-0.3825,80.86,-61.26,142.13,98.63,100.58,101.88,100.34,37168,-27268,-9322,1.49,1198.1,13.95
2016-01-11,23133,24261,22992,23113,2718007,0.6013,0.592,60.58,81.36,38.41,19.91,0.2395,0.3841,0.1991,-0.5612,-0.4718,70.27,-34.96,105.23,98.3,99.82,101.5,100,53374,-68909,17510,1.49,1209.8,5.06
2016-01-12,23375,23939,23274,23455,1890305,0.6244,0.5985,64.78,78.04,32.54,16.87,0.2499,0.3254,0.1687,-0.4478,-0.4598,88.45,-10.28,98.73,99.88,100.79,102.83,101.48,-45823,-22839,68942,1.5,1210.3,14.99
2016-01-13,23697,24282,23677,24140,2806196,0.6846,0.6157,114.01,85.24,33.88,14.34,0.2706,0.3388,0.1434,-0.1239,-0.2918,156.33,23.05,133.28,102.67,102.91,105.51,104.37,-187785,-3156,186432,1.5,1204,5.09
2016-01-14,23899,24060,23717,23959,1417184,0.6813,0.6288,89.05,86,31.13,13.18,0.2885,0.3113,0.1318,-0.2095,-0.2506,193.29,57.09,136.2,101.62,101.66,104.22,103.53,-16005,-18354,33550,1.49,1213.4,18.14
2016-01-15,24181,24221,23778,23919,1278750,0.6881,0.6407,90.18,86.84,31.6,12,0.31,0.316,0.12,-0.2284,-0.2395,216.86,89.05,127.81,100.85,101.24,103.57,103.32,-52764,10326,44773,1.5,1213.4,11.04
2016-01-18,23617,23778,23214,23415,2051443,0.624,0.6373,-0.7,69.33,27.14,21.59,0.2838,0.2714,0.2159,-0.4667,-0.3531,192.64,109.77,82.88,98.48,99.03,101.17,101.13,67839,-56642,-14697,1.5,1210.9,17.32
2016-01-19,23355,23375,22428,22992,2805521,0.5709,0.624,-121,31.26,22.1,32.36,0.2711,0.221,0.3236,-0.7143,-0.5337,137.73,115.36,22.37,97.07,97.49,99.22,99.28,66487,-126512,59668,1.48,1205.9,12.04
2016-01-20,23032,23032,22488,22589,1447028,0.4728,0.5938,-166.31,-8.25,19.77,28.95,0.2601,0.1977,0.2895,-0.9184,-0.7261,60.99,104.49,-43.49,96.64,96.36,97.48,97.57,-16928,-25842,37427,1.49,1214,11.42
2016-01-21,22488,22569,22266,22367,1624364,0.3938,0.5538,-181.66,-42.93,18.44,31.63,0.2605,0.1844,0.3163,-0.9527,-0.8394,-17.53,80.08,-97.62,97.01,95.93,96.58,96.65,44563,-19576,-25725,1.49,1213.7,19.37
2016-01-22,22387,22931,22367,22730,1210436,0.4477,0.5326,-108.18,-55.98,23.91,27.85,0.2359,0.2391,0.2785,-0.7828,-0.8111,-49.9,54.09,-103.99,99.61,97.69,98.08,98.23,-54644,17943,36312,1.48,1200.1,17.46
2016-01-25,22770,22992,22589,22790,1014367,0.4107,0.5082,-75.96,-59.98,23.12,25.35,0.2106,0.2312,0.2535,-0.7547,-0.7829,-69.9,29.29,-99.19,100.42,98.08,98.25,98.51,4972,-12045,6458,1.48,1194.2,12.68
2016-01-26,22770,22871,22508,22649,762241,0.3412,0.4748,-78.43,-63.67,21.15,25.09,0.1939,0.2115,0.2509,-0.81,-0.7965,-96.03,4.23,-100.25,100.11,97.81,97.57,97.94,-35668,325,35254,1.48,1204.2,12.48
2016-01-27,22770,22851,21884,22004,2657172,0.3199,0.4438,-117.12,-74.36,16.75,33.28,0.2121,0.1675,0.3328,-0.95,-0.8732,-166.85,-29.99,-136.86,97.76,95.91,94.85,95.21,228524,-193709,-37908,1.48,1202,6.68
2016-01-28,22105,22146,21702,22065,1223954,0.3623,0.4275,-124.84,-84.46,15.09,34.05,0.2352,0.1509,0.3405,-0.8593,-0.8663,-215.58,-67.11,-148.47,98.3,96.98,95.27,95.5,17968,-58740,41800,1.48,1208.5,0.88
2016-01-29,22166,22287,21904,22025,1225452,0.3676,0.4155,-99.53,-87.47,17.04,30.99,0.2426,0.1704,0.3099,-0.8748,-0.8705,-254.48,-104.58,-149.9,98.74,97.62,95.37,95.35,18978,-50191,30565,1.5,1199.1,13.64
2016-02-01,22186,22327,21984,22125,954812,0.3281,0.398,-82.36,-86.45,16.59,28.36,0.2451,0.1659,0.2836,-0.836,-0.8533,-274.09,-138.48,-135.61,99.78,98.62,96.03,95.85,16126,-13784,-4488,1.49,1200.5,7.33
2016-02-02,22166,22246,21904,21904,1126847,0.1716,0.3527,-92.42,-87.64,15.11,27.91,0.2521,0.1511,0.2791,-0.9198,-0.8865,-303.96,-171.58,-132.38,99.45,98.12,95.42,95.06,34117,-34697,1477,1.49,1207.4,13.58
2016-02-03,21743,22105,21743,22004,1094879,0.2058,0.3234,-90.56,-88.23,13.63,29.54,0.2677,0.1363,0.2954,-0.8801,-0.8833,-315.91,-200.45,-115.47,99.91,98.82,96.28,95.63,-1035,-23456,22147,1.49,1219.3,15.13
2016-02-04,22004,22146,21904,22025,723008,0.2134,0.3014,-72.22,-85.02,13.86,27.46,0.2759,0.1386,0.2746,-0.8444,-0.8639,-320.01,-224.36,-95.65,100.04,99.07,96.71,95.8,22378,-16710,-5651,1.51,1202.1,16.36
2016-02-05,21803,22589,21622,21944,1850446,0.2447,0.29,-60.12,-80.04,21.68,20.74,0.2421,0.2168,0.2074,-0.8163,-0.8401,-326.03,-244.69,-81.34,99.74,99.05,96.62,95.48,9010,-19885,5863,1.47,1197.4,9.4
2016-02-11,21057,21138,20292,20292,3654081,0.1715,0.2663,-296.07,-123.25,14.63,40.19,0.272,0.1463,0.4019,-1,-0.92,-458.82,-287.52,-171.3,93.8,92.64,89.91,88.44,163738,-14285,-154677,1.49,1202.5,15.82
2016-02-12,19949,20231,18680,18700,4896352,0.133,0.2397,-312.26,-161.05,10.7,56.24,0.3264,0.107,0.5624,-0.9954,-0.9577,-684.62,-366.94,-317.68,89.08,86.94,83.74,81.81,246912,-60960,-184490,1.48,1211.7,22.17
2016-02-15,18760,19143,18256,18599,3528693,0.1362,0.219,-214.09,-171.66,9.15,55.01,0.3782,0.0915,0.5501,-0.9276,-0.9426,-861.79,-465.91,-395.88,91.57,87.86,84.33,81.69,162543,-3572,-164676,1.48,1208.1,35.6
2016-02-16,18861,19224,18700,19002,1906671,0.1428,0.2037,-138.49,-165.03,9.55,49.19,0.4178,0.0955,0.4919,-0.8425,-0.8926,-958.62,-564.45,-394.17,96.42,91.08,87.14,83.72,33178,-1980,-23474,1.47,1216.6,16.73
2016-02-17,18861,19163,18559,18559,1900091,0.1223,0.1874,-117.2,-155.46,8.54,46.46,0.454,0.0854,0.4646,-0.9343,-0.9135,-1058.91,-663.34,-395.56,97.52,90.46,86.16,82.05,98452,-12415,-89426,1.48,1227.1,28.42
2016-02-18,19002,19062,18599,18619,1916001,0.135,0.1769,-96.37,-143.64,7.75,42.18,0.4854,0.0775,0.4218,-0.921,-0.9172,-1120.62,-754.8,-365.82,99.59,92.33,87.42,82.58,75255,-17928,-57844,1.48,1227.4,27.6
2016-02-19,18438,18821,18438,18659,1489140,0.1597,0.1735,-86.57,-132.23,7.17,42.17,0.5152,0.0717,0.4217,-0.907,-0.9121,-1153.01,-834.44,-318.57,99.85,94.05,88.5,83.04,46933,-26241,-19022,1.47,1234.4,27.41
2016-02-22,18740,18821,18438,18619,1417278,0.1479,0.1684,-74.52,-120.68,6.6,38.82,0.5411,0.066,0.3882,-0.9162,-0.9142,-1168.44,-901.24,-267.2,99.61,95.47,89.15,83.15,69588,-1026,-69602,1.48,1234.4,36.43
2016-02-23,18740,19647,18720,19425,3602679,0.2703,0.1888,-39.67,-104.48,21.17,31.15,0.4944,0.2117,0.3115,-0.7302,-0.8222,-1102.92,-941.58,-161.34,103.46,100.95,93.67,86.98,-67107,-35442,101175,1.49,1231.1,7.27
2016-02-24,19345,19365,18982,19143,1741504,0.2448,0.2,-38.1,-91.2,19.28,28.37,0.4539,0.1928,0.2837,-0.7953,-0.8087,-1061.51,-965.56,-95.95,101.32,100.96,93.12,85.95,83905,42334,-119253,1.49,1234.4,20.18
2016-02-25,19324,19506,18821,19042,1465846,0.2499,0.21,-34.42,-79.85,16.62,27.7,0.4267,0.1662,0.277,-0.8186,-0.8137,-1025.03,-977.46,-47.57,100.34,101.09,93.48,85.72,67151,-35172,-32667,1.49,1238.8,24.45
2016-02-26,19062,19203,18942,18962,881198,0.2333,0.2146,-34.35,-70.75,15.68,26.12,0.4031,0.1568,0.2612,-0.8371,-0.8254,-991.14,-980.19,-10.95,99.6,100.53,93.94,85.6,20611,-8119,-12789,1.5,1238.2,17.95
2016-02-29,19163,19244,18942,19123,1057814,0.2516,0.222,-20.54,-60.71,15.53,24.27,0.3787,0.1553,0.2427,-0.7999,-0.8126,-940.46,-972.25,31.79,99.92,101.1,95.42,86.6,5054,-5193,-1461,1.52,1236.7,13.68
2016-03-02,19304,19667,19163,19627,2065472,0.3151,0.2406,81.13,-32.34,23.51,21.16,0.3352,0.2351,0.2116,-0.5243,-0.6685,-849.83,-947.76,97.94,102.33,103.42,98.53,89.2,-14687,289,12857,1.5,1227.5,21.43
2016-03-03,19627,20533,19405,20453,3145652,0.5148,0.2955,247.51,23.63,36.01,16.19,0.3411,0.3601,0.1619,-0.0351,-0.3518,-703.24,-898.86,195.62,105.2,106.71,103.08,93.21,-124795,62475,65429,1.49,1214.6,5.54
2016-03-04,20634,21078,20413,20916,2793100,0.7571,0.3878,255.76,70.06,42.34,13.96,0.3628,0.4234,0.1396,-0.0574,-0.2046,-543.45,-827.78,284.33,105.55,107.83,105.74,95.55,-155284,36663,119293,1.49,1203.4,7.09
2016-03-07,20977,21561,20977,21339,2799164,0.7958,0.4694,211.92,98.43,46.69,12.1,0.3929,0.4669,0.121,-0.0711,-0.1378,-378.32,-737.88,359.57,105.16,108.51,108.03,97.71,-40282,-47872,84639,1.49,1201.4,8
2016-03-08,21481,21601,21057,21400,1695898,0.7795,0.5314,156.09,109.96,42.16,10.71,0.4199,0.4216,0.1071,-0.0635,-0.1007,-239.76,-638.26,398.5,103.15,107.31,108.51,98.17,-57318,-24495,80384,1.49,1206.7,7.47
2016-03-09,21360,21863,21178,21722,1682296,0.8793,0.601,133.38,114.64,41.6,9.17,0.449,0.416,0.0917,-0.0412,-0.0709,-102.79,-531.17,428.38,102.63,107.68,110.22,99.81,-85003,100300,-3526,1.48,1216.2,9.83
2016-03-10,21662,22549,21642,22186,3079005,0.89,0.6588,135.15,118.75,47.71,7.53,0.4862,0.4771,0.0753,-0.0883,-0.0796,42.71,-416.39,459.1,103.13,108.35,112.51,102.06,-167799,109067,68516,1.5,1203.5,7.42
2016-03-11,22166,22549,21924,22408,1888970,0.8942,0.7059,119.64,118.92,41.75,6.59,0.5183,0.4175,0.0659,-0.0343,-0.057,173.93,-298.33,472.26,102.74,107.66,113.03,103.16,-102870,45314,62044,1.48,1193.1,5.22
2016-03-14,22569,22831,22508,22690,1705148,0.9073,0.7462,119,118.94,43.97,6,0.5505,0.4397,0.06,-0.0343,-0.0456,297.25,-179.21,476.46,102.76,107.1,113.31,104.46,-100418,84562,22942,1.48,1186.1,4.3
2016-03-15,22690,22770,22246,22448,1548790,0.841,0.7651,94.49,114.05,39.01,10.96,0.552,0.3901,0.1096,-0.0955,-0.0706,371.18,-69.13,440.31,100.71,104.32,111.03,103.36,-45205,-5626,48906,1.48,1187.7,8.8
2016-03-16,22448,22669,21904,22085,1930719,0.8259,0.7773,70.56,105.35,32.79,16.34,0.523,0.3279,0.1634,-0.186,-0.1283,395.91,23.88,372.03,98.76,101.47,108.41,101.67,-86243,38773,47548,1.48,1193.3,12.32
2016-03-17,22428,22669,22327,22629,1414256,0.8618,0.7942,81.32,100.55,28.75,14.33,0.4979,0.2875,0.1433,-0.0519,-0.0901,454.17,109.94,344.24,100.79,102.94,109.98,104.11,-74997,18848,61034,1.48,1173.3,8.81
2016-03-18,22790,22851,22468,22609,984125,0.8724,0.8098,80.6,96.56,30.35,13.11,0.4844,0.3035,0.1311,-0.0619,-0.076,493.05,186.56,306.49,100.52,102.06,108.83,104,-33904,-6648,44898,1.49,1162.5,8.04
2016-03-21,22609,22609,21702,22105,1889317,0.7845,0.8048,37.1,84.66,24.61,26.59,0.425,0.2461,0.2659,-0.2023,-0.1391,477.68,244.78,232.9,98.79,99.45,105.53,101.71,17120,3038,-16506,1.49,1163.5,23.77
2016-03-22,21823,22085,21460,22065,1908329,0.7552,0.7949,0.15,67.76,21.31,28.06,0.3865,0.2131,0.2806,-0.2281,-0.1836,457.01,287.23,169.78,98.95,98.97,104.48,101.56,7738,-56443,61163,1.49,1153.6,20.96
2016-03-23,21863,22166,21481,21481,1689993,0.6134,0.7586,-38.78,46.45,19.97,24.1,0.3475,0.1997,0.241,-0.5619,-0.3728,389.01,307.58,81.43,96.86,96.45,101.22,98.96,113992,-119277,15725,1.49,1161.2,9.2
2016-03-24,21481,21682,21420,21561,697381,0.5777,0.7224,-78.88,21.39,18.8,24.05,0.3175,0.188,0.2405,-0.6884,-0.5306,337.69,313.61,24.09,98.16,97.09,101.02,99.4,2465,18210,-20196,1.49,1166.3,1.61
