일자,시가,고가,저가,종가,Close5ma,Close10ma,Close20ma,Close60ma,거래량,RSI,CCI,ADX,WilliamsR,UpDI,DownDI,Net Institutional Buying,외국인 순매수
2020-09-01,"54,100","54,800","54,100","54,200",98.33,97.27,95.34,98.66,"19,363,117",27.27%,-123.8,30.31%,-96.61%,11.25,31.63,"-952,340","-1,448,022"
2020-08-31,"56,000","56,100","54,000","54,000",97.19,96.19,94.77,98.28,"32,671,367",28.89%,-121.56,27.65%,-100.00%,12.3,34.59,"-509,866","-9,903,049"
2020-08-28,"56,100","56,300","55,400","55,400",98.96,97.98,96.9,100.78,"14,619,888",36.71%,-87.98,24.60%,-97.83%,15.61,25.94,"428,036","-2,710,652"
2020-08-27,"56,300","56,300","55,600","55,600",99.14,97.77,96.94,101.17,"16,196,568",35.37%,-96.59,24.56%,-93.48%,17.35,26.35,"-2,848,392","64,804"
2020-08-26,"56,400","56,500","55,700","56,400",100.64,98.58,98.04,102.66,"17,651,593",47.06%,-92.86,25.17%,-76.09%,18.98,27.65,"-3,231,228","1,136,944"
2020-08-25,"56,400","56,800","56,100","56,400",100.14,98.27,97.86,102.81,"14,021,705",44.94%,-85.77,26.18%,-76.09%,20.66,25.67,"-1,178,636","296,593"
2020-08-24,"55,800","56,600","55,400","56,100",98.91,97.51,97.4,102.43,"15,055,896",46.15%,-136.3,28.54%,-82.61%,20.09,27.52,"-1,193,461","178,635"
2020-08-21,"56,200","56,900","55,800","55,900",97.9,96.93,97.22,102.23,"21,142,288",40.00%,-146.23,30.53%,-86.96%,22.49,26.82,"-1,567,729","1,143,412"
2020-08-20,"57,600","57,600","55,300","55,400",96.08,95.72,96.5,101.49,"30,386,029",33.02%,-198.93,33.88%,-97.83%,25.84,30.82,"-5,264,447","-392,500"
2020-08-19,"59,000","59,200","57,800","57,800",99.01,99.6,100.74,106.06,"16,930,719",42.68%,18.97,37.74%,-60.53%,32.93,11.86,"-798,341","-554,951"
2020-08-18,"58,900","59,900","58,000","58,400",99.9,100.72,102.01,107.44,"25,307,825",48.75%,61.62,36.31%,-48.78%,37.98,11.48,"3,604,406","1,250,714"
2020-08-14,"58,000","58,400","57,700","58,000",99.42,100.31,101.68,107.02,"15,672,548",61.32%,-10.38,33.65%,-58.54%,28.96,14.01,"640,158","-1,244,538"
2020-08-13,"59,400","59,600","58,000","58,700",100.79,101.54,103.24,108.62,"22,089,460",69.91%,72.84,33.48%,-27.87%,32.19,12.23,"225,932","-1,318,995"
2020-08-12,"58,200","59,000","57,700","59,000",101.55,102.01,104.21,109.47,"18,573,934",72.07%,63.69,31.72%,-20.90%,31.22,14.46,"-52,490","223,013"
2020-08-11,"58,000","59,500","57,800","58,200",100.9,100.62,103.19,108.29,"24,907,912",66.06%,64.34,30.95%,-32.84%,35.84,15.47,"918,477","1,297,904"
2020-08-10,"57,600","58,300","57,500","57,800",100.52,99.86,102.88,107.81,"17,774,291",61.26%,40.17,29.61%,-38.81%,28.83,18.59,"-628,631","-212,117"
2020-08-07,"57,900","58,400","57,100","57,500",100.35,99.72,102.75,107.55,"18,751,717",63.87%,36.92,30.84%,-43.28%,31.42,20.25,"-3,358,271","1,460,612"
2020-08-06,"57,100","58,400","57,100","58,000",101.08,101.17,104.09,108.81,"21,625,874",65.52%,49.79,32.26%,-35.82%,35.96,23.18,"147,756","631,464"
2020-08-05,"57,300","57,500","56,300","56,900",98.82,99.93,102.6,107.08,"17,739,706",63.96%,21.24,33.89%,-52.24%,31.9,27.1,"-2,880,624","-1,471,992"
2020-08-04,"57,200","58,100","57,000","57,300",98.79,101.02,103.68,108.12,"19,419,694",61.21%,48.22,37.86%,-46.27%,36.13,22.95,"-622,191","-1,180,815"
2020-08-03,"57,800","57,900","56,700","56,800",97.49,100.5,103.14,107.49,"21,158,940",62.50%,44.43,40.25%,-53.73%,39.08,26.22,"-1,592,111","-3,103,280"
2020-07-31,"59,500","59,600","57,700","57,900",99.79,102.92,105.31,109.87,"21,943,345",69.91%,103,43.41%,-34.72%,44.1,18.88,"-2,185,878","-1,308,589"
2020-07-30,"59,700","60,100","59,000","59,000",103,105.53,107.73,112.28,"19,285,354",78.90%,177.08,43.93%,-19.18%,53.53,8.29,"-1,028,015","1,576,553"
2020-07-29,"60,300","60,400","58,600","59,000",104.8,106.52,108.34,112.64,"36,476,611",78.18%,252.61,39.43%,-17.28%,59.96,9.29,"-1,453,164","4,765,465"
2020-07-28,"57,000","58,800","56,400","58,600",105.7,106.62,108.24,112.23,"48,431,566",75.93%,281.68,34.24%,-3.08%,54.02,11.19,"214,491","15,863,373"
2020-07-27,"54,300","55,700","54,300","55,600",101.5,102.06,103.25,106.83,"21,054,421",63.41%,118.96,29.41%,-2.94%,34.16,16.38,"1,564,238","6,943,058"
2020-07-24,"54,000","54,400","53,700","54,200",99.45,99.89,100.95,104.32,"10,994,535",45.24%,9.15,28.52%,-47.22%,21.98,20.18,"-1,060,195","1,401,154"
2020-07-23,"54,700","54,700","53,800","54,100",99.19,99.98,100.85,104.27,"16,214,932",52.58%,15.93,32.25%,-50.00%,24.26,20.79,"-2,749,215","-1,259,895"
2020-07-22,"55,300","55,500","54,700","54,700",100.4,101.33,102.18,105.57,"12,885,057",59.18%,99.72,36.02%,-33.33%,27.42,10.47,"-911,194","-392,563"
2020-07-21,"55,200","55,400","54,800","55,300",101.51,102.77,103.47,106.91,"18,297,260",64.21%,131.7,34.68%,-15.79%,30.48,11.63,"1,532,617","5,681,311"
2020-07-20,"54,800","54,800","54,000","54,200",100.04,101.08,101.78,104.97,"10,507,530",58.14%,71.29,33.13%,-44.74%,27.17,13.61,"-1,177,682","1,136,612"
2020-07-17,"54,200","54,700","54,100","54,400",100.7,101.3,102.37,105.5,"10,096,174",61.36%,92.11,33.12%,-39.47%,30.12,15.09,"361,430","1,530,868"
2020-07-16,"54,800","54,800","53,800","53,800",100.22,100.34,101.39,104.52,"16,779,127",52.75%,80.13,33.09%,-53.85%,33.69,16.88,"41,031","-1,191,462"
2020-07-15,"54,400","55,000","54,300","54,700",102.28,102.19,103.23,106.39,"24,051,450",64.58%,164.65,33.07%,-30.77%,38.04,12.61,"2,163,330","5,425,465"
2020-07-14,"53,700","53,800","53,200","53,800",101.24,100.9,101.77,104.75,"14,269,484",54.64%,57.64,30.43%,-52.50%,28.44,14.56,"-1,611,705","2,295,519"
2020-07-13,"53,300","53,800","53,100","53,400",100.64,100.34,101.17,104.14,"12,240,188",59.26%,42.97,30.15%,-58.14%,30.49,15.61,"1,102,235","1,082,675"
2020-07-10,"53,100","53,200","52,300","52,700",98.73,99.21,100.18,102.92,"13,714,746",53.27%,-38.14,29.82%,-66.67%,27.38,17.62,"-3,596,592","1,604,528"
2020-07-09,"53,200","53,600","52,800","52,800",98.58,99.29,100.41,103.26,"17,054,850",49.57%,10.01,31.07%,-64.58%,30.14,13.8,"-2,283,249","1,510,257"
2020-07-08,"53,600","53,900","52,900","53,000",98.92,99.83,100.65,103.77,"19,664,652",52.94%,37.52,30.13%,-60.42%,32.68,13.91,"-1,497,777","-216,024"
2020-07-07,"55,800","55,900","53,400","53,400",99.81,100.6,101.17,104.69,"30,760,032",55.17%,154.22,28.57%,-52.08%,35.95,10.29,"-4,064,374","-623,031"
2020-07-06,"54,000","55,000","53,800","55,000",103.03,104.01,104,107.99,"19,856,623",64.36%,243.11,24.42%,0.00%,35.94,13.15,"4,362,954","1,348,701"
2020-07-03,"53,000","53,600","52,700","53,600",101.4,101.94,101.36,105.43,"11,887,868",66.97%,125.93,21.04%,-9.09%,25.97,15.19,"991,665","1,618,512"
2020-07-02,"52,100","52,900","52,100","52,900",100.19,100.74,99.86,104.22,"14,142,583",52.38%,44.55,20.25%,-25.00%,21.05,16.63,"-470,182","-86,574"
2020-07-01,"53,400","53,600","52,400","52,600",100,100.29,99.13,103.83,"16,706,143",44.06%,83.17,21.56%,-32.50%,22.71,14.99,"427,136","-1,635,843"
2020-06-30,"53,900","53,900","52,800","52,800",100.27,100.74,99.33,104.43,"21,157,172",41.45%,90.97,21.72%,-44.23%,25.31,12.89,"1,240,703","1,620,982"
2020-06-29,"52,500","53,200","52,000","52,400",100.04,100.11,98.71,103.88,"17,776,925",39.60%,1.02,20.06%,-58.33%,22.29,14.71,"-884,248","-537,235"
2020-06-26,"52,800","53,900","52,200","53,300",101.91,102.32,100.52,105.82,"21,575,360",44.52%,25.56,20.00%,-48.48%,24.94,14.63,"1,444,962","2,267,502"
2020-06-25,"52,100","53,000","51,900","51,900",99.39,99.83,98.12,103.23,"18,541,624",36.96%,-32.81,19.07%,-69.70%,21.16,17.38,"-3,830,158","1,623,049"
2020-06-24,"51,900","53,900","51,600","52,900",101.15,101.28,100.15,105.34,"24,519,552",43.80%,-13.65,20.49%,-54.55%,23.25,19.1,"1,274,576","2,819,196"
2020-06-23,"52,500","52,800","51,100","51,400",98.54,97.94,97.59,102.53,"18,086,152",37.40%,-62.64,22.13%,-78.87%,18.26,23.69,"-1,560,716","-474,065"
2020-06-22,"52,000","52,600","51,800","52,000",99.43,98.32,98.93,103.82,"13,801,350",52.03%,-55.92,23.55%,-70.42%,21.27,20.8,"3,638","-1,387,201"
2020-06-19,"52,600","52,900","51,600","52,900",101.97,99.47,100.94,105.8,"18,157,985",56.03%,-37.1,27.00%,-57.75%,23.44,22.93,"-517,686","1,987,592"
2020-06-18,"52,200","52,300","51,600","52,300",101.04,97.87,100.2,104.96,"15,982,926",55.71%,-46.37,30.98%,-66.20%,20.79,25.6,"-409,485","272,635"
2020-06-17,"52,100","52,900","51,300","52,200",100.08,97.26,100.23,105,"26,672,595",56.34%,-36.42,34.15%,-65.75%,21.99,27.08,"-151,661","1,744,249"
2020-06-16,"51,200","52,100","50,600","52,100",98.67,96.66,100.25,105.13,"21,808,375",57.53%,-48.53,37.81%,-67.12%,18.38,30.57,"3,110,321","-2,131,239"
2020-06-15,"51,400","52,000","49,900","49,900",93.31,92.7,96.18,100.91,"28,772,921",52.49%,-72.44,39.79%,-86.59%,20.89,36.12,"-3,866,544","-1,540,430"
2020-06-12,"52,100","52,800","51,500","52,300",96,96.92,100.92,105.85,"26,976,019",65.61%,-17.06,41.80%,-55.95%,25.22,29.79,"-1,817,006","-795,531"
2020-06-11,"54,500","55,100","53,200","54,300",98.51,100.93,105.23,110.03,"33,815,123",80.33%,46,46.95%,-31.58%,31.9,21.6,"-6,695,404","-1,607,924"
2020-06-10,"55,100","55,900","54,900","55,400",100.4,103.73,108.02,112.42,"16,742,493",79.46%,86.16,51.21%,-18.71%,38.92,9.34,"1,089,492","-350,281"
2020-06-09,"55,800","56,500","54,400","55,500",100.91,104.99,108.94,112.8,"23,998,831",79.89%,106.14,49.66%,-17.54%,42.62,10.22,"-2,723,503","1,117,026"
2020-06-08,"56,400","56,500","54,700","54,900",101.33,105.1,108.57,111.71,"25,634,965",75.84%,131.8,47.87%,-24.56%,51.52,9.38,"-1,145,041","-1,632,905"
2020-06-05,"54,400","55,900","54,000","55,500",103.85,107.5,110.47,112.94,"22,743,629",84.18%,167.79,44.59%,-17.54%,54.87,11.1,"2,748,553","-134,565"
2020-06-04,"55,800","57,000","54,600","54,600",104.04,107.15,109.41,111.16,"40,220,334",84.26%,245.77,41.24%,-25.53%,65.95,6.96,"1,608,999","1,643,679"
2020-06-03,"51,800","55,000","51,700","54,500",105.54,107.94,109.85,110.89,"49,257,814",82.83%,246.75,35.14%,-6.76%,61.75,9.04,"9,562,698","3,278,717"
2020-06-02,"51,000","51,500","50,800","51,400",101.34,102.72,104.15,104.46,"14,247,933",69.39%,123.35,29.09%,-2.56%,40.58,14.44,"901,384","-322,866"
2020-06-01,"50,800","51,200","50,600","51,200",101.81,102.54,104.05,103.84,"16,949,183",71.15%,124.64,26.25%,0.00%,40.33,16.05,"2,097,711","-57,295"
2020-05-29,"50,000","50,700","49,700","50,700",101.77,102.03,103.16,102.68,"27,596,961",64.74%,98.38,23.67%,-12.50%,36.43,17.51,"-1,892,811","3,766,973"
2020-05-28,"51,100","51,200","49,900","50,400",101.96,102.01,102.62,101.93,"31,309,318",60.13%,130.39,21.91%,-20.00%,41.91,17.13,"2,771,160","2,408,502"
2020-05-27,"48,950","50,000","48,800","49,900",101.13,101.49,101.66,100.79,"19,548,479",57.43%,67.16,18.83%,-18.18%,31.62,20.63,"124,198","3,026,449"
2020-05-26,"48,700","49,450","48,600","49,250",99.78,100.45,100.39,99.27,"15,127,490",50.35%,25.48,18.49%,-37.88%,28.85,24.66,"1,661,696","-845,994"
2020-05-25,"48,750","48,900","48,450","48,850",98.55,99.91,99.51,98.23,"14,337,913",52.35%,-14.35,20.13%,-50.00%,23.97,28.02,"223,787","-2,225,813"
2020-05-22,"49,600","49,800","48,600","48,750",98.37,99.8,99.21,97.73,"19,706,284",42.94%,21.51,22.02%,-53.03%,25.56,27.66,"-2,867,180","-3,499,461"
2020-05-21,"50,300","50,400","49,850","49,950",101.15,102.24,101.6,99.87,"14,949,266",49.03%,114.22,24.81%,-16.67%,30.92,14.05,"-2,354,362","1,904,269"
2020-05-20,"50,000","50,200","49,800","50,000",102.06,102.59,101.68,99.66,"14,896,899",50.94%,112.01,22.85%,-15.15%,30.49,15.18,"-135,032","188,612"
2020-05-19,"50,100","50,500","49,700","50,300",103.29,103.37,102.15,99.93,"25,168,295",55.83%,137.03,21.21%,-6.06%,32.54,16.2,"5,221,214","1,758,344"
2020-05-18,"47,950","49,100","47,600","48,800",101.2,100.66,99.23,96.63,"20,481,981",42.66%,-38.88,19.31%,-51.52%,20.23,20.19,"1,776,147","1,113,427"
2020-05-15,"48,400","48,450","47,700","47,850",99.4,98.46,97.28,94.41,"18,463,118",33.87%,-102.65,22.27%,-80.30%,14.86,24.9,"1,837,854","-2,105,178"
2020-05-14,"47,750","48,100","47,650","48,000",99.32,98.31,97.54,94.28,"19,305,974",40.60%,-129.88,21.81%,-75.76%,11.29,27.69,"-1,274,757","-1,220,221"
2020-05-13,"47,250","48,550","47,200","48,550",100.12,99.06,98.53,94.93,"20,223,277",38.85%,-134.91,18.69%,-59.09%,12.78,31.35,"-499,195","-514,365"
2020-05-12,"48,400","48,500","47,550","47,900",98.52,97.58,97.16,93.29,"23,433,590",26.97%,-168.97,15.09%,-90.91%,15.43,32.47,"-3,274,163","-1,981,015"
2020-05-11,"48,900","49,250","48,300","48,400",99.3,98.2,98.1,93.88,"16,357,743",46.84%,-102.51,11.94%,-97.30%,17.66,25.74,"-1,688,512","-1,252,370"
2020-05-08,"49,100","49,350","48,800","48,800",99.47,98.73,98.8,94.31,"15,319,700",48.90%,-68.44,10.91%,-87.67%,20.2,21.89,"1,042,243","-2,231,621"
2020-05-07,"49,200","49,300","48,700","48,800",98.95,98.64,98.81,93.98,"13,884,411",52.55%,-72,11.97%,-86.49%,21.06,23.58,"101,232","-1,425,864"
2020-05-06,"49,000","49,200","48,500","49,200",99.33,99.18,99.8,94.39,"18,070,225",49.76%,-61.42,12.94%,-75.68%,21.41,25.45,"999,598","-1,670,816"
2020-05-04,"48,900","49,100","48,500","48,500",97.86,97.34,98.62,92.7,"26,083,749",46.94%,-93.28,13.61%,-94.59%,22.02,27.66,"-5,100,257","-5,878,434"
2020-04-29,"49,900","50,500","49,600","50,000",100.34,100.25,101.95,95.23,"15,604,533",57.95%,58.91,13.95%,-54.05%,26.27,18.87,"389,165","106,834"
2020-04-28,"49,850","50,100","49,300","50,100",100.6,100.65,102.39,95.15,"16,095,399",52.58%,45.05,13.58%,-51.35%,24.24,20.97,"-918,536","600,986"
2020-04-27,"49,350","50,000","49,100","49,850",100.44,100.51,102.11,94.47,"14,049,471",55.56%,25.25,14.55%,-58.11%,25.35,22.93,"2,250,026","-290,475"
2020-04-24,"49,650","49,750","49,000","49,350",99.34,99.63,101.25,93.33,"15,618,347",60.17%,1.3,16.02%,-55.79%,25.1,25.24,"-2,717,826","630,634"
2020-04-23,"50,200","50,300","49,500","49,850",99.52,100.69,102.44,94.04,"18,754,442",63.56%,68.79,18.44%,-39.45%,27.36,22.22,"704,438","-899,239"
2020-04-22,"48,700","50,000","48,350","49,850",99.86,100.94,102.56,93.77,"18,613,864",66.53%,37.8,19.69%,-32.33%,26.55,23.98,"-2,563,503","784,909"
2020-04-21,"49,400","49,700","48,700","49,250",98.99,99.78,101.63,92.38,"27,407,543",55.51%,32.39,21.93%,-41.35%,30.92,24.44,"-1,675,809","-3,786,646"
2020-04-20,"51,400","51,400","50,000","50,100",101.09,101.61,104.11,93.63,"21,866,354",58.75%,119.01,23.51%,-28.57%,35.18,15.02,"-3,573,780","-1,234,441"
2020-04-17,"50,800","52,000","50,300","51,400",104.07,104.91,107.33,95.7,"32,041,675",62.92%,187.41,20.94%,-9.02%,39.94,14.15,"2,323,777","5,138,097"
2020-04-16,"49,350","49,350","48,550","49,000",100.14,100.96,103.23,90.95,"23,349,760",55.94%,61.12,16.83%,-24.74%,23.68,18.91,"322,641","-1,069,782"
2020-04-14,"48,800","49,200","48,300","49,000",100.31,101.63,103.61,90.57,"14,206,216",51.60%,56.85,17.70%,-24.74%,24.1,20.5,"2,641,367","480,137"
2020-04-13,"48,650","48,900","48,300","48,300",98.63,100.44,102.31,88.94,"14,431,800",55.65%,31.69,19.18%,-39.18%,23.27,22.33,"-2,927,673","-335,196"
2020-04-10,"48,950","49,250","48,650","49,250",100.41,102.51,104.25,90.35,"17,839,111",71.84%,78.47,21.81%,-13.29%,25.34,21.04,"-2,431,095","521,564"
2020-04-09,"49,750","49,800","48,700","49,100",101.03,102.4,103.86,89.81,"22,628,058",60.16%,88.24,23.74%,-14.10%,26.64,21.69,"-1,336,475","99,211"
2020-04-08,"49,600","49,750","48,600","48,600",100.96,101.63,102.62,88.6,"25,010,314",64.02%,85.74,25.82%,-20.51%,28.84,23.81,"-2,911,519","1,941,690"
2020-04-07,"49,650","50,200","49,000","49,600",104.25,103.71,104.34,90.11,"31,524,034",59.17%,120.47,28.32%,-7.59%,31.38,22.84,"1,106,192","1,054,712"
2020-04-06,"47,500","48,800","47,250","48,700",103.16,102.4,101.91,88.21,"23,395,726",53.10%,80.98,30.26%,-13.51%,24.52,25.37,"5,980,825","-239,898"
2020-04-03,"47,400","47,600","46,550","47,000",99.91,100.13,97.79,84.88,"22,784,682",45.78%,24.08,34.65%,-36.49%,19.04,28.67,"-587,916","19,262"
2020-04-02,"46,200","46,850","45,350","46,800",98.94,100.04,96.43,84.27,"21,621,076",43.25%,-18.07,36.87%,-47.67%,15.35,30.69,"1,345,934","-1,507,802"
2020-04-01,"47,450","47,900","45,800","45,800",96.42,98.72,93.31,82.24,"27,259,532",39.22%,-18.92,37.42%,-62.37%,16.81,30.76,"-4,655,042","-2,443,481"
2020-03-31,"48,000","48,500","47,150","47,750",99.33,102.96,96.14,85.5,"30,654,261",40.35%,19.86,38.66%,-43.23%,19.02,26.36,"-3,001,427","-202,651"
2020-03-30,"47,050","48,350","46,550","47,850",99.87,103.28,95.61,85.48,"26,797,395",36.47%,-1.35,42.12%,-54.13%,19.64,28.44,"-18,826","-1,034,196"
2020-03-27,"49,600","49,700","46,850","48,300",103.12,104.02,95.82,86.09,"39,896,178",38.15%,4.7,45.78%,-52.38%,21.6,29.62,"966,564","-3,113,042"
2020-03-26,"49,000","49,300","47,700","47,800",103.33,102.58,94.28,85.01,"42,185,129",33.71%,-6.38,50.42%,-56.69%,25.05,29.58,"-3,707,948","552,643"
2020-03-25,"48,950","49,600","47,150","48,650",107.42,103.73,95.2,86.3,"52,735,922",33.15%,-13.12,56.90%,-57.38%,27.15,32.07,"-1,695,448","-2,720,300"
2020-03-24,"43,850","46,950","43,050","46,950",105.08,99.38,91.17,83.12,"49,801,908",29.79%,-69.85,64.38%,-70.38%,17.16,36.47,"3,254,324","2,910,962"
2020-03-23,"42,600","43,550","42,400","42,500",94.97,88.52,81.66,75.06,"41,701,626",22.44%,-124.96,68.74%,-98.73%,2.38,45.56,"-3,248,991","-8,108,079"
2020-03-20,"44,150","45,500","43,550","45,400",98.63,92.31,86.05,79.88,"49,730,008",27.03%,-112.95,65.46%,-80.25%,2.79,46.8,"1,669,124","-5,129,195"
2020-03-19,"46,400","46,650","42,300","42,950",91.5,85.4,80.36,75.34,"56,925,513",20.78%,-152.8,61.88%,-95.86%,3.19,53.52,"1,612,440","-5,783,992"
2020-03-18,"47,750","48,350","45,600","45,600",94,88.07,83.97,79.68,"40,152,623",21.86%,-144.25,57.75%,-100.00%,4.05,47.5,"-5,663,938","-1,144,458"
2020-03-17,"46,900","49,650","46,700","47,300",94.96,89.32,85.95,82.39,"51,218,151",23.26%,-150.79,53.66%,-94.69%,4.75,48.8,"2,488,584","-11,443,299"
2020-03-16,"50,100","50,900","48,800","48,900",95.38,90.95,87.86,84.95,"33,339,821",23.53%,-151.75,49.27%,-81.61%,5.67,44.49,"-3,277,723","-4,370,601"
2020-03-13,"47,450","51,600","46,850","49,950",95.45,91.86,88.74,86.63,"59,462,933",29.91%,-195.99,44.94%,-72.20%,6.43,50.48,"4,036,953","-11,861,153"
2020-03-12,"51,000","51,900","49,300","50,800",94.71,92.7,89.31,87.98,"48,149,999",27.42%,-204.81,39.94%,-82.95%,8.74,50.09,"3,490,945","-9,109,204"
2020-03-11,"54,300","54,400","52,000","52,100",94.66,94.2,90.81,90.17,"45,707,281",28.18%,-159.01,35.27%,-98.72%,10.69,39.7,"-2,842,894","-10,295,773"
2020-03-10,"53,800","54,900","53,700","54,600",97.33,97.94,94.47,94.5,"32,106,554",32.28%,-107.39,31.84%,-87.01%,13.05,34.05,"3,891,630","-6,465,264"
2020-03-09,"54,700","55,000","53,600","54,200",96.34,96.65,93.35,93.89,"30,261,485",32.28%,-122,29.88%,-92.21%,14.31,37.33,"-148,308","-9,919,813"
2020-03-06,"56,500","57,200","56,200","56,500",100.14,100.28,96.85,97.96,"18,716,656",33.55%,-30.91,27.62%,-62.34%,17.93,24.07,"-993,225","-2,753,904"
2020-03-05,"57,600","58,000","56,700","57,800",103.29,102.1,98.75,100.39,"21,698,990",35.92%,-6.62,29.62%,-50.00%,20.4,23.08,"-851,793","-2,204,474"
2020-03-04,"54,800","57,600","54,600","57,400",103.27,101,97.79,99.94,"24,765,728",38.93%,-44.89,33.23%,-54.76%,19.29,25.57,"-1,047,440","3,073,745"
2020-03-03,"56,700","56,900","55,100","55,400",100,97.01,94.22,96.68,"30,330,295",30.53%,-74.11,36.18%,-78.57%,18.18,32.57,"-1,698,368","-2,478,079"
2020-03-02,"54,300","55,500","53,600","55,000",98.39,95.57,93.26,96.13,"30,403,412",31.58%,-121,37.39%,-83.33%,8.36,38.34,"2,215,716","-7,020,987"
2020-02-28,"55,000","55,500","54,200","54,200",96.34,93.13,91.73,94.86,"30,054,227",28.35%,-155.39,33.26%,-100.00%,9.87,39.56,"2,825,029","-5,174,455"
2020-02-27,"56,300","56,900","55,500","55,900",97.62,94.81,94.43,97.95,"23,209,541",30.77%,-146.74,29.14%,-93.85%,11.48,33.53,"-110,165","-2,952,006"
2020-02-26,"56,000","57,000","56,000","56,500",97.28,95.05,95.34,99.13,"25,483,102",30.51%,-174.77,26.08%,-91.67%,13,33.24,"505,796","-7,033,545"
2020-02-25,"56,200","58,000","56,200","57,900",98.44,96.76,97.49,101.72,"23,885,408",43.33%,-186.39,23.36%,-70.69%,15.39,37.42,"1,389,642","-4,857,259"
2020-02-24,"57,400","58,100","56,800","56,800",95.95,94.6,95.57,99.96,"25,627,537",40.87%,-268.69,20.54%,-100.00%,18.13,38.15,"2,612,960","-8,459,218"
2020-02-21,"58,800","59,800","58,500","59,200",98.44,98.13,99.27,104.34,"13,777,393",59.26%,-105.2,18.23%,-53.85%,22.82,29.69,"-2,388,943","793,044"
2020-02-20,"60,700","61,300","59,600","60,000",98.91,99.26,100.35,105.99,"14,591,924",66.67%,25.62,19.02%,-29.41%,26.55,22.57,"-389,665","-197,278"
2020-02-19,"59,800","60,400","59,400","60,200",99.01,99.41,100.57,106.62,"12,951,496",63.16%,15.66,20.71%,-26.47%,21.51,26.87,"697,276","-1,901,332"
2020-02-18,"60,800","60,900","59,700","59,800",98.26,98.86,99.72,106.17,"16,674,266",52.71%,29.76,22.19%,-32.35%,23.83,26.54,"-2,458,387","-3,821,426"
2020-02-17,"61,600","62,000","61,200","61,500",101.02,101.82,102.42,109.39,"8,740,596",61.74%,109.32,24.77%,-7.35%,28.64,15.07,"471,048","-1,180,770"
2020-02-14,"60,900","61,900","60,200","61,800",102.12,103.05,102.99,110.19,"13,276,067",53.79%,111.92,23.81%,-1.49%,30,16.34,"699,682","1,973,817"
2020-02-13,"61,200","61,600","60,500","60,700",100.76,102.14,101.39,108.49,"18,449,775",44.12%,93.09,22.93%,-16.67%,35.52,19.35,"-1,916,497","4,219,418"
2020-02-12,"60,300","60,700","59,700","60,500",100.3,102.4,101.12,108.39,"12,904,207",46.85%,51.54,21.93%,-28.38%,30.19,21.57,"1,516,828","-994,857"
2020-02-11,"59,800","60,700","59,700","59,900",99.63,101.63,100.16,107.57,"11,071,231",41.50%,33.09,22.74%,-36.49%,33.2,23.72,"1,889,247","-1,663,830"
2020-02-10,"59,200","59,800","59,100","59,700",99.63,101.48,99.86,107.44,"13,107,121",44.87%,-3.36,23.68%,-40.79%,27.83,25.96,"-263,054","-1,682,879"
2020-02-07,"61,100","61,200","59,700","60,400",101.65,102.48,101.12,108.97,"16,402,493",49.03%,28.94,26.78%,-31.58%,31.15,23.55,"-2,436,611","547,286"
2020-02-06,"60,100","61,100","59,700","61,100",104.23,103.33,102.6,110.51,"14,727,159",56.36%,38.75,28.77%,-22.37%,34.46,26.74,"2,483,655","769,048"
2020-02-05,"60,000","60,200","58,900","59,500",102.87,100.57,100.36,107.88,"19,278,165",48.43%,-3.63,31.25%,-43.42%,31.35,30.56,"-4,459,274","4,061,460"
2020-02-04,"57,100","59,000","56,800","58,900",101.97,99.07,99.69,106.99,"21,800,192",46.41%,-61.01,35.86%,-51.32%,24.53,33.98,"-3,797,514","3,620,548"
2020-02-03,"55,500","57,400","55,200","57,200",99.06,95.83,97.09,104.1,"23,995,260",41.84%,-144.37,38.90%,-73.68%,15.07,40.64,"1,076,953","-1,609,483"
2020-01-31,"57,800","58,400","56,400","56,400",96.48,93.94,95.89,102.8,"19,749,457",42.25%,-150.28,37.82%,-100.00%,18.16,37.8,"1,648,681","-3,776,715"
2020-01-30,"58,800","58,800","56,800","57,200",95.91,94.86,97.3,104.42,"20,821,939",51.32%,-135.31,38.24%,-93.33%,21.66,41.22,"-2,262,500","-3,646,798"
2020-01-29,"59,100","59,700","58,800","59,100",97.72,97.56,100.6,108.11,"16,446,102",61.54%,-40.85,39.33%,-53.62%,26.8,30.36,"-2,537,821","473,721"
2020-01-28,"59,400","59,400","58,300","58,800",96.17,96.92,100.4,107.85,"23,664,541",61.54%,-40.42,44.42%,-55.56%,26.23,33.02,"1,057,597","-5,300,754"
2020-01-23,"61,800","61,800","60,700","60,800",98.64,100.1,104.15,111.78,"14,916,555",71.54%,60.2,49.49%,-24.39%,33.23,16.2,"-1,906,336","-2,223,737"
2020-01-22,"60,500","62,600","60,400","62,300",101.1,102.94,107.21,114.87,"15,339,565",81.98%,90.55,51.81%,-6.10%,39.02,19.01,"1,649,008","114,546"
2020-01-21,"62,000","62,400","61,200","61,400",100.72,102.38,106.24,113.61,"11,142,693",75.93%,95.84,54.47%,-17.07%,49.22,14.48,"-1,255,045","-890,484"
2020-01-20,"62,000","62,800","61,700","62,400",102.83,105.03,108.47,115.84,"12,528,855",78.10%,130.5,54.46%,-4.88%,56.17,10.64,"222,082","-212,757"
2020-01-17,"61,900","62,000","61,000","61,300",101.83,104.39,107.13,114.2,"16,025,661",78.10%,125.96,52.36%,-9.46%,56.68,12.56,"-1,267,549","994,837"
