일자,시가,고가,저가,종가,Close5ma,Close10ma,Close20ma,Close60ma,거래량,RSI,CCI,ADX,WilliamsR,UpDI,DownDI,Net Institutional Buying,외국인 순매수
2022-02-18,"74,600","74,800","73,700","74,300",100,100,100.02,97.49,"10,122,226",54.24%,28.64,23.17%,-32.61%,23.4,27.94,"-144,739","-827,661"
2022-02-17,"75,000","75,600","74,500","75,000",100.78,100.98,100.78,98.4,"13,605,382",54.24%,105.55,25.37%,-17.39%,26.95,22.85,"1,057,634","2,028,821"
2022-02-16,"74,600","74,900","74,200","74,800",100.4,100.94,100.34,98.22,"10,767,386",48.82%,83.68,28.01%,-21.74%,22.36,25.71,"426,711","119,739"
2022-02-15,"74,100","74,200","73,100","73,700",98.95,99.66,98.7,96.87,"9,320,365",42.15%,-21.66,31.24%,-45.65%,17.53,29.16,"435,092","3,224"
2022-02-14,"74,400","74,500","73,100","73,700",99.01,99.99,98.42,96.94,"13,993,255",39.23%,-20.95,32.22%,-45.65%,19.63,32.64,"814,643","-1,754,818"
2022-02-11,"75,000","75,500","74,600","74,900",100.81,101.67,99.68,98.57,"12,205,407",44.17%,57.57,33.34%,-32.73%,23.62,22.31,"-1,488,456","1,755,601"
2022-02-10,"75,600","75,800","74,700","75,400",101.73,102.47,100.08,99.3,"17,746,033",43.44%,63.69,38.03%,-26.32%,25.91,23.4,"-756,605","3,028,016"
2022-02-09,"74,300","74,700","74,000","74,700",101.36,101.56,98.98,98.48,"9,699,122",38.33%,2.25,43.10%,-46.97%,17.44,26.07,"937,347","1,404,132"
2022-02-08,"73,800","74,200","73,000","73,500",100.11,99.81,97.16,97,"11,736,666",32.73%,-49.46,46.68%,-65.15%,14.51,29.23,"89,689","927,751"
2022-02-07,"73,500","73,600","72,400","73,000",100.03,98.73,96.28,96.41,"14,240,838",27.93%,-81.44,48.69%,-73.91%,10.34,32.66,"-3,891,728","354,578"
2022-02-04,"74,300","74,600","73,400","74,000",101.31,99.64,97.32,97.79,"12,730,034",27.93%,-52.91,48.19%,-65.43%,11.97,27.98,"-416,870","821,315"
2022-02-03,"74,900","74,900","73,300","73,300",100.36,98.3,96.1,96.93,"17,744,721",23.08%,-67.55,49.44%,-75.00%,13.45,31.45,"189,546","-1,664,565"
2022-01-28,"71,300","73,700","71,200","73,300",99.86,97.75,95.77,97,"21,367,447",29.20%,-118.74,50.88%,-75.00%,4.06,36.25,"923,680","-1,497,318"
2022-01-27,"73,800","74,000","71,300","71,300",96.53,94.57,92.85,94.41,"22,274,777",13.54%,-170.81,46.42%,-100.00%,5.11,44.65,"-3,635,745","-1,566,361"
2022-01-26,"73,900","74,400","73,100","73,300",97.86,96.38,94.99,97.08,"12,976,730",30.00%,-154.02,41.34%,-96.92%,6.76,37.55,"-73,303","-651,387"
2022-01-25,"74,800","75,000","73,200","74,000",98.01,96.59,95.47,98.04,"17,766,704",30.68%,-179.69,37.01%,-87.50%,7.82,42.2,"-165,315","-1,494,663"
2022-01-24,"75,400","75,800","74,700","75,100",98.69,97.41,96.5,99.59,"13,691,134",30.00%,-158.4,32.13%,-91.84%,9.74,33.18,"3,039,274","-1,247,369"
2022-01-21,"75,800","75,800","74,700","75,600",98.72,97.69,96.81,100.37,"15,774,888",32.56%,-184.91,28.67%,-81.63%,11.1,37.84,"-2,035,944","-797,819"
2022-01-20,"76,200","76,700","75,900","76,500",99.45,98.51,97.69,101.68,"9,708,168",38.75%,-131.31,24.68%,-84.62%,13.86,30.67,"385,779","-562,505"
2022-01-19,"76,500","76,900","76,100","76,300",98.83,98.2,97.25,101.56,"10,598,290",34.94%,-148.36,22.67%,-94.59%,15.33,31.27,"-345,717","-23,864"
2022-01-18,"77,600","77,800","76,600","77,000",99.07,98.96,98.03,102.61,"9,592,788",31.87%,-103.7,20.89%,-84.21%,17.1,28.48,"-500,558","-84,268"
2022-01-17,"77,600","77,800","76,900","77,500",99.23,99.38,98.66,103.43,"8,785,122",34.48%,-92.4,20.26%,-72.50%,19.72,29.01,"-704,788","752,415"
2022-01-14,"77,700","78,100","77,100","77,300",98.85,98.99,98.38,103.32,"10,096,725",31.82%,-97.41,20.44%,-78.57%,21.9,29.77,"-2,453,829","977,378"
2022-01-13,"79,300","79,300","77,900","77,900",99.36,99.63,99.11,104.29,"13,889,401",38.64%,-34.61,21.25%,-65.91%,24.52,23.76,"-1,623,477","-19,393"
2022-01-12,"79,500","79,600","78,600","78,900",100.9,100.79,100.4,105.81,"11,000,502",46.99%,14.44,24.28%,-43.18%,28.68,19.32,"1,289,717","-495,890"
2022-01-11,"78,400","79,000","78,000","78,900",101.28,100.61,100.52,106.01,"13,221,123",54.17%,-19.48,25.01%,-43.18%,25,21.58,"-460,896","3,639,528"
2022-01-10,"78,100","78,100","77,100","78,000",100.18,99.3,99.51,105,"9,947,422",54.64%,-84.35,27.73%,-63.64%,17.65,24.02,"-1,215,962","1,425,638"
2022-01-07,"78,100","78,400","77,400","78,300",100.41,99.37,99.96,105.59,"15,163,757",51.46%,-56.06,29.64%,-56.82%,20.01,23.89,"-2,115,197","4,359,285"
2022-01-06,"76,700","77,600","76,600","76,900",98.62,97.39,98.18,103.91,"12,931,954",45.05%,-123.76,32.84%,-88.64%,14.38,27.93,"-2,229,379","2,219,477"
2022-01-05,"78,800","79,000","76,400","77,400",98.77,97.71,98.79,104.78,"25,470,640",48.86%,-93.77,32.97%,-77.27%,15.94,30.94,"-7,727,282","-583,545"
2022-01-04,"78,800","79,200","78,300","78,700",99.7,99.27,100.45,106.74,"12,427,416",60.49%,-4.07,33.12%,-46.67%,21.07,17.38,"-2,623,794","1,428,595"
2022-01-03,"79,400","79,800","78,200","78,600",99.19,99.34,100.47,106.78,"13,502,112",60.98%,13.95,36.74%,-47.83%,23.32,19.24,"-4,178,268","1,768,125"
2021-12-30,"78,900","79,500","78,100","78,300",98.34,99.04,100.28,106.54,"14,236,700",58.75%,6.09,40.92%,-54.35%,24.22,23.03,"-2,993,532","597,620"
2021-12-29,"80,200","80,200","78,500","78,800",98.57,99.73,101.08,107.39,"19,794,795",53.41%,41.38,46.83%,-43.48%,28.47,22.06,"-6,079,717","330,808"
2021-12-28,"80,200","80,400","79,700","80,300",100.3,101.79,103.3,109.6,"18,226,325",67.90%,103.64,52.08%,-10.87%,35.41,11.19,"6,679,975","698,276"
2021-12-27,"80,600","80,600","79,800","80,200",100.73,102.09,103.77,109.64,"10,783,368",67.50%,136.02,52.10%,-13.04%,38.58,10.92,"1,625,558","64,341"
2021-12-24,"80,200","80,800","80,200","80,500",101.9,102.91,104.7,110.2,"12,086,380",73.86%,210.12,51.51%,-5.77%,42.32,7.12,"3,769,684","405,504"
2021-12-23,"79,800","80,000","79,300","79,900",101.78,102.62,104.47,109.54,"13,577,498",74.16%,209.79,48.48%,-1.96%,37.45,7.86,"2,061,259","1,598,950"
2021-12-22,"78,900","79,400","78,800","79,400",101.69,102.2,104.24,108.95,"17,105,892",70.93%,197.94,45.90%,0.00%,33.79,8.46,"92,383","4,498,353"
2021-12-21,"77,900","78,300","77,500","78,100",100.49,100.79,102.84,107.2,"14,245,298",71.26%,94.89,43.74%,-10.42%,26.71,9.64,"2,958,820","1,701,847"
2021-12-20,"77,600","77,800","76,800","77,100",99.48,99.59,101.72,105.85,"11,264,375",76.85%,39.27,43.24%,-21.43%,24.84,10.85,"-1,554,347","52,395"
2021-12-17,"76,800","78,000","76,800","78,000",100.72,100.85,103.05,107.08,"13,108,479",76.15%,63.92,43.86%,-7.41%,27.86,12.17,"-907,746","1,672,131"
2021-12-16,"78,500","78,500","77,400","77,800",100.75,100.91,103.25,106.82,"11,996,128",75.70%,81.69,44.58%,-9.88%,31.15,7.7,"-261,746","530,656"
2021-12-15,"76,400","77,600","76,300","77,600",100.39,100.91,103.51,106.59,"9,584,939",66.39%,61.65,42.15%,-12.35%,25.91,8.5,"-654,764","1,749,012"
2021-12-14,"76,500","77,200","76,200","77,000",99.66,100.55,103.18,105.78,"10,976,660",58.87%,56.48,40.85%,-19.75%,25.33,9.51,"-1,487,295","1,287,465"
2021-12-13,"77,200","78,300","76,500","76,800",99.3,101.04,103.31,105.52,"15,038,750",55.91%,81.12,40.15%,-22.22%,27.51,7.75,"184,966","14,615"
2021-12-10,"77,400","77,600","76,800","76,900",99.56,101.77,103.82,105.67,"9,155,219",57.69%,89.57,37.71%,-20.99%,25.75,8.95,"-1,071,153","-728,238"
2021-12-09,"77,400","78,200","77,000","78,200",101.58,104.13,106.03,107.49,"21,604,528",72.73%,135.24,36.06%,-4.94%,28.74,8.33,"-491,078","2,229,757"
2021-12-08,"78,300","78,600","77,100","77,400",101.18,103.68,105.54,106.46,"21,558,340",73.08%,145.96,33.13%,-14.12%,31.46,8.33,"2,586,682","67,488"
2021-12-07,"76,100","77,700","75,600","77,400",101.98,104.05,106.06,106.49,"19,232,453",70.81%,126.82,29.28%,-3.95%,28.2,9.28,"-547,244","3,634,599"
2021-12-06,"75,100","76,700","74,900","76,300",102.17,102.86,105.05,105.01,"16,391,250",66.03%,104.77,26.02%,-6.06%,25.08,10.77,"576,498","2,520,385"
2021-12-03,"75,600","76,000","74,100","75,600",102.33,102.11,104.49,104.02,"18,330,240",64.00%,90.14,23.88%,-9.84%,23.21,12.23,"-157,689","-25,354"
2021-12-02,"73,900","75,800","73,800","75,800",103.52,102.99,105.16,104.27,"23,652,940",66.67%,101.96,22.78%,-6.56%,25,13.96,"-164,462","6,774,733"
2021-12-01,"72,000","74,800","71,600","74,400",102.2,101.86,103.59,102.34,"21,954,856",65.10%,50.25,21.93%,-28.57%,21.29,16.04,"415,580","5,934,062"
2021-11-30,"73,200","73,900","70,500","71,300",97.83,98.11,99.55,98.02,"30,364,841",54.55%,-15.03,23.14%,-74.24%,20.01,20.7,"-2,841,806","1,165,796"
2021-11-29,"71,700","73,000","71,400","72,300",98.13,99.49,100.94,99.27,"16,682,559",57.89%,4.32,26.43%,-59.09%,26.49,27.4,"3,021,851","-555,128"
2021-11-26,"73,500","74,100","72,000","72,300",97.44,99.61,101.1,99.22,"13,002,242",57.39%,31.93,30.24%,-59.09%,30.52,25.87,"-1,070,320","-749,853"
2021-11-25,"75,100","75,100","73,600","73,700",99.62,101.78,103.24,101.1,"12,559,258",66.67%,93.6,33.62%,-37.88%,36.92,15.32,"-179,371","-474,873"
2021-11-24,"76,000","76,200","74,100","74,800",102.07,103.85,105,102.59,"15,652,305",71.43%,162.36,32.44%,-21.21%,42.42,12.64,"-2,258,726","1,565,140"
2021-11-23,"76,000","76,000","74,500","75,300",103.92,105.21,106.06,103.25,"22,029,195",75.79%,250.59,29.10%,-10.94%,51.78,11.22,"-2,811,514","5,081,663"
2021-11-22,"73,300","75,200","73,000","74,900",104.52,105.36,105.81,102.69,"27,506,623",66.67%,360.61,23.68%,-5.36%,51.54,13,"3,034,399","5,737,394"
2021-11-19,"70,400","71,400","70,100","71,200",100.34,100.76,100.91,97.66,"11,954,728",58.02%,25.12,18.13%,-38.46%,26.48,20.5,"432,827","317,972"
2021-11-18,"70,700","71,000","70,200","70,200",99.1,99.49,99.55,96.25,"10,144,957",52.78%,-40.09,18.97%,-76.92%,25.65,24.47,"-576,566","-732,455"
2021-11-17,"71,300","71,600","70,600","70,700",99.89,100.14,100.26,96.87,"11,027,606",50.00%,44.61,21.52%,-57.69%,28.6,21.53,"-2,816,912","1,524,982"
2021-11-16,"71,500","72,000","71,300","71,300",100.88,101.03,101.14,97.62,"10,919,239",57.89%,145.48,22.66%,-33.33%,32.69,14.61,"-202,007","1,028,757"
2021-11-15,"71,700","71,900","70,900","71,400",101.25,101.15,101.33,97.7,"12,420,710",51.76%,158.23,20.27%,-29.63%,34.43,15.99,"2,301,384","959,685"
2021-11-12,"70,200","70,900","69,900","70,600",100.34,100.23,100.28,96.54,"10,087,450",52.33%,-23.54,17.76%,-59.26%,26.78,18.87,"2,046,949","380,563"
2021-11-11,"69,900","70,000","69,600","69,900",99.46,99.35,99.33,95.44,"11,489,122",46.91%,-146.14,17.83%,-85.19%,18.15,21.45,"-116,698","-2,177,422"
2021-11-10,"70,300","70,900","70,200","70,200",99.69,99.66,99.79,95.66,"9,422,009",50.00%,-34.65,19.29%,-74.07%,19.54,15.45,"-724,133","1,437,902"
2021-11-09,"70,300","71,000","70,100","70,500",100.06,100.1,100.31,95.85,"11,159,589",51.28%,-8.89,20.46%,-62.96%,21.17,16.74,"1,193,368","-728,067"
2021-11-08,"70,400","70,600","69,800","70,600",99.92,100.16,100.56,95.75,"11,121,981",50.00%,-51.97,21.80%,-59.26%,18.78,18.46,"-89,168","-626,463"
2021-11-05,"71,600","71,600","70,200","70,200",99.55,99.65,99.93,94.97,"12,667,743",50.00%,16.13,25.03%,-74.07%,20.39,15.75,"-905,068","-1,170,786"
2021-11-04,"71,200","71,600","70,500","70,600",100.23,100.18,100.4,95.26,"11,818,987",53.25%,72.2,26.90%,-53.33%,23.46,14.89,"1,947,030","-83,274"
2021-11-03,"71,700","71,700","70,100","70,400",99.91,99.96,100.06,94.73,"12,770,428",56.10%,50.02,27.60%,-60.00%,26.4,16.76,"-2,789,497","-1,030,742"
2021-11-02,"70,800","72,200","70,700","71,500",101.56,101.53,101.5,95.97,"16,812,570",67.53%,205.11,28.42%,-20.59%,30.88,13.24,"3,621,076","2,026,469"
2021-11-01,"70,200","70,600","69,900","69,900",99.4,99.39,99.11,93.66,"11,503,729",57.14%,-14.66,26.64%,-58.97%,20.51,16.79,"3,003,169","-1,649,034"
2021-10-29,"71,200","71,600","69,700","69,800",99.18,99.2,98.67,93.35,"17,016,151",40.23%,28.54,29.20%,-61.54%,22.31,18.27,"-2,365,662","-1,796,425"
2021-10-28,"69,500","72,200","69,500","70,700",100.28,100.44,99.64,94.36,"20,644,902",44.30%,66.88,32.17%,-41.46%,27.24,22.31,"1,281,744","-2,435,402"
2021-10-27,"71,000","71,000","70,000","70,100",99.57,99.77,98.41,93.38,"10,295,316",42.11%,3.05,35.58%,-56.10%,20.81,30.64,"-1,005,822","-2,108,776"
2021-10-26,"70,600","71,500","70,400","71,100",100.94,101.38,99.28,94.54,"10,528,252",42.67%,54.89,38.12%,-37.78%,23.98,29.77,"1,812,123","-548,303"
2021-10-25,"69,900","70,600","69,500","70,200",99.8,100.4,97.6,93.18,"10,029,621",30.26%,-36.37,42.32%,-59.57%,15.63,35.26,"988,462","-1,602,241"
2021-10-22,"70,000","70,700","70,000","70,400",100.09,100.5,97.39,93.26,"8,395,448",27.71%,-26.18,42.90%,-63.16%,18.07,33.67,"762,404","-130,677"
2021-10-21,"70,300","70,600","70,000","70,200",99.89,100.04,96.66,92.8,"10,891,094",25.93%,-40.66,44.86%,-70.77%,18.43,36.85,"-197,734","110,400"
2021-10-20,"70,700","71,000","70,200","70,300",100.26,100.03,96.41,92.76,"10,151,638",20.59%,-38.28,46.63%,-71.43%,19.82,37.11,"-829,527","264,331"
2021-10-19,"70,800","71,000","70,400","70,600",101.12,100.18,96.38,92.98,"9,507,991",18.58%,-42.88,49.14%,-75.79%,21.71,38.27,"910,091","-439,240"
2021-10-18,"70,200","70,300","69,200","70,200",101.01,99.25,95.44,92.29,"13,486,391",18.58%,-74.02,52.45%,-80.00%,15.78,41.72,"-2,117,009","1,314,535"
2021-10-15,"70,200","71,000","70,000","70,100",100.49,98.57,94.91,91.96,"18,051,612",17.70%,-67.48,53.58%,-81.05%,17.68,37.99,"456,288","-1,363,268"
2021-10-14,"69,000","69,800","68,800","69,400",99.06,97.04,93.63,90.83,"19,520,641",13.89%,-103.59,56.21%,-88.42%,7.42,44.79,"1,696,662","-3,770,529"
2021-10-13,"68,700","69,600","68,300","68,800",97.67,95.28,92.45,89.85,"24,172,015",17.70%,-131.17,53.84%,-94.74%,6.07,49.6,"2,725,596","-5,261,983"
2021-10-12,"70,700","70,900","68,700","69,000",97.02,94.39,92.26,89.9,"31,001,484",16.67%,-140.76,50.10%,-96.70%,6.91,52.19,"-1,421,202","-10,982,582"
2021-10-08,"72,300","72,400","71,500","71,500",99.36,96.71,95.15,92.94,"14,043,287",24.24%,-97.19,46.02%,-95.45%,9.29,35.66,"-2,923,031","320,351"
2021-10-07,"71,600","72,100","71,300","71,600",98.79,96.08,94.92,92.91,"13,683,532",26.73%,-120.09,44.07%,-93.94%,6.73,39.46,"1,391,358","-2,655,002"
2021-10-06,"72,600","72,800","71,200","71,300",97.7,94.97,94.21,92.35,"18,956,962",31.48%,-149.08,39.95%,-98.48%,7.33,42.99,"-342,467","-1,074,037"
2021-10-05,"73,000","73,000","71,400","72,200",97.59,95.55,95.1,93.33,"24,013,921",34.34%,-174.5,35.20%,-87.50%,8.68,48.58,"1,255,911","-3,020,259"
2021-10-01,"73,900","74,000","72,900","73,200",97.5,96.27,96.13,94.44,"15,803,395",34.34%,-165,29.89%,-93.88%,10.57,41.01,"-2,187,817","-776,162"
2021-09-30,"74,300","74,800","73,700","74,100",97.63,97.01,97.08,95.45,"19,919,361",39.13%,-158.37,25.41%,-90.24%,12.09,37.32,"-1,147,256","-42,575"
2021-09-29,"74,800","75,300","73,800","74,100",96.79,96.74,97.05,95.33,"23,992,458",34.62%,-194.75,21.46%,-92.50%,13.65,40.97,"-2,510,784","-5,608,593"
2021-09-28,"77,700","77,800","76,200","76,300",98.86,99.45,99.92,98.03,"15,406,382",48.31%,19.56,17.07%,-50.00%,18.3,22.21,"-3,430,866","-556,620"
2021-09-27,"77,300","77,700","77,000","77,700",100.73,101.41,101.87,99.74,"11,699,798",60.49%,106.9,18.21%,0.00%,22.57,15.73,"-52,979","1,292,652"
2021-09-24,"77,600","77,700","77,100","77,300",100.39,101.07,101.48,99.16,"12,247,274",52.94%,114.42,18.26%,-13.79%,24.76,15.87,"-756,408","826,154"
2021-09-23,"77,500","77,600","76,800","77,400",100.7,101.36,101.72,99.19,"17,055,590",54.12%,121.53,17.70%,-10.34%,25.39,17.1,"-255,513","2,346,601"
2021-09-17,"76,300","77,200","75,900","77,200",100.73,101.11,101.73,98.84,"16,289,502",62.50%,65.28,17.43%,-14.71%,22.96,18.79,"-1,899,488","3,312,007"
2021-09-16,"77,300","77,400","76,100","76,100",99.79,99.75,100.58,97.35,"13,067,622",59.38%,43.53,18.57%,-45.71%,26.66,19.33,"-2,221,404","471,496"
2021-09-15,"77,400","77,400","76,400","77,000",101.18,100.94,101.97,98.42,"12,829,128",63.33%,94.34,18.97%,-17.95%,30.99,18.73,"-737,351","1,905,766"
2021-09-14,"77,100","77,700","76,600","76,600",100.84,100.45,101.65,97.84,"18,167,057",54.64%,111.28,18.10%,-28.21%,34.75,18.57,"1,612,792","3,183,716"
2021-09-13,"75,200","76,300","75,100","76,300",100.58,100.04,101.42,97.39,"11,397,775",53.68%,9.03,16.21%,-34.21%,23.48,21.78,"1,059,634","1,577,159"
2021-09-10,"75,300","75,600","74,800","75,300",99,98.95,100.21,96.03,"10,103,212",59.26%,-56.06,18.13%,-60.53%,18.35,24.98,"1,003,909","-1,299,949"
2021-09-09,"76,400","76,600","75,000","75,300",98.66,99.08,100.1,95.92,"17,600,770",61.40%,0,18.56%,-50.00%,20.06,24.98,"-3,426,669","1,167,021"
2021-09-08,"76,000","76,400","75,600","76,300",99.79,100.49,101.21,97.06,"11,798,147",64.81%,44.21,19.74%,-25.49%,23.91,22.58,"-247,030","1,131,287"
2021-09-07,"77,100","77,100","75,900","76,100",99.4,100.3,100.69,96.71,"13,239,401",59.65%,68.44,22.33%,-29.41%,26.08,21.22,"-1,419,474","-2,195,765"
2021-09-06,"76,800","77,600","76,600","77,300",100.81,101.95,101.91,98.14,"12,861,180",64.76%,128.91,24.19%,-5.88%,30.24,16.63,"37,993","1,352,476"
2021-09-03,"76,400","76,700","76,000","76,600",100.6,101.56,100.71,97.18,"12,096,419",61.00%,105.88,23.44%,-10.87%,23.69,18.45,"-1,168,959","2,482,099"
2021-09-02,"76,800","76,800","75,700","76,000",100.42,101.29,99.56,96.32,"15,347,486",45.83%,108.15,25.14%,-23.91%,25.38,19.77,"-2,040,546","863,143"
2021-09-01,"76,700","77,100","75,900","76,800",101.86,102.76,100.16,97.23,"16,114,775",43.31%,122.37,27.10%,-24.56%,28.11,19.94,"-176,396","827,453"
2021-08-31,"74,900","76,700","74,300","76,700",102.02,103.02,99.73,97,"24,630,370",37.76%,51.08,28.65%,-42.47%,27.52,22.2,"-2,015,664","4,733,081"
2021-08-30,"75,400","75,500","74,200","74,600",99.52,100.54,96.83,94.24,"12,686,999",24.44%,-25.36,31.41%,-78.79%,22.03,27.61,"330,007","-1,033,132"
2021-08-27,"74,300","75,000","73,800","74,300",99.46,100.16,96.2,93.71,"15,172,748",22.73%,-45.95,34.51%,-81.82%,19.91,31.18,"2,328,906","-2,489,884"
2021-08-26,"76,100","76,200","74,600","74,600",100.3,100.2,96.3,93.93,"16,671,494",22.22%,-31.89,36.43%,-79.00%,22.21,27.08,"-741,494","-1,284,554"
2021-08-25,"76,200","76,600","74,900","75,700",102.19,101.15,97.43,95.19,"22,319,664",22.73%,-25.89,40.51%,-70.37%,25.62,28.37,"-1,008,188","43,434"
2021-08-24,"73,900","75,700","73,900","75,600",102.55,100.41,97.12,94.96,"21,016,913",30.14%,-46.13,45.96%,-71.30%,21.11,33.05,"955,111","-125,506"
2021-08-23,"73,300","74,000","73,000","73,300",99.81,96.6,93.97,91.98,"19,384,648",29.17%,-84.47,49.64%,-92.59%,8.53,41.41,"2,591,194","-3,695,606"
2021-08-20,"73,500","73,900","72,500","72,700",98.7,94.78,92.85,91.1,"22,364,803",30.14%,-108.72,47.15%,-98.15%,8.65,46.99,"272,706","-3,170,237"
2021-08-19,"73,500","74,400","73,100","73,100",98.09,94.15,92.94,91.47,"22,166,298",29.93%,-124.45,43.81%,-100.00%,9.89,47.59,"-413,105","-2,208,171"
2021-08-18,"73,900","74,600","73,100","73,900",97.75,94,93.64,92.34,"29,192,631",31.21%,-149.77,40.46%,-92.16%,11.19,53.82,"1,649,037","-9,492,918"
2021-08-17,"74,000","75,100","74,000","74,200",96.54,93.49,93.72,92.6,"30,944,847",35.17%,-167.84,36.59%,-97.85%,12.88,52.89,"-449,658","-6,176,018"
2021-08-13,"75,800","76,000","74,100","74,400",94.99,93.14,93.69,92.74,"61,270,643",34.93%,-190.84,32.86%,-96.74%,14.24,57.53,"-1,696,166","-31,484,373"
2021-08-12,"77,100","78,200","76,900","77,000",96.56,95.9,96.63,95.87,"42,365,223",40.80%,-121.47,28.64%,-98.44%,18.79,45.06,"576,169","-22,018,417"
2021-08-11,"79,600","79,800","78,500","78,500",97.2,97.53,98.29,97.69,"30,241,137",44.74%,-61.3,26.71%,-92.31%,22.17,35.16,"-1,496,008","-13,285,344"
2021-08-10,"82,300","82,400","80,100","80,200",98.24,99.55,100.36,99.78,"20,362,639",57.80%,37.77,27.34%,-59.62%,26.58,23.43,"-990,164","-4,481,284"
2021-08-09,"81,500","82,300","80,900","81,500",99.54,101.38,102.01,101.41,"15,522,581",62.38%,80.2,30.57%,-34.62%,34.67,19.98,"-1,261,468","-1,165,419"
2021-08-06,"81,900","82,500","81,300","81,500",100.07,101.72,102.12,101.44,"13,342,623",62.38%,110.07,31.14%,-34.62%,41.3,18.33,-50,"-405,317"
2021-08-05,"83,300","83,300","82,000","82,100",101.56,102.75,103.01,102.25,"18,485,469",61.17%,192.4,30.00%,-23.08%,48.14,11.71,"1,697,978","-1,035,767"
2021-08-04,"82,200","83,100","81,800","82,900",103.34,104.07,104.16,103.29,"25,642,368",61.17%,303.65,25.26%,-4.00%,54.17,13.87,"3,564,648","6,376,967"
2021-08-03,"79,400","81,400","79,300","81,400",102.42,102.75,102.41,101.46,"24,339,360",59.60%,200.28,20.03%,0.00%,42.09,17.52,"1,611,103","7,733,054"
2021-08-02,"79,200","79,500","78,700","79,300",100.51,100.41,99.78,98.8,"11,739,124",46.91%,-0.89,16.77%,-52.00%,23.07,24.41,"2,594,778","-1,197,989"
2021-07-30,"78,900","78,900","78,500","78,500",99.62,99.43,98.7,97.75,"13,823,411",41.89%,-94.01,18.91%,-84.00%,15.91,29.14,"-1,527,827","-1,682,763"
2021-07-29,"78,800","79,400","78,800","79,000",100.05,99.9,99.24,98.3,"14,360,453",47.22%,-38.31,17.31%,-64.00%,17.37,26.31,"811,443","-2,633,939"
2021-07-28,"78,300","79,200","78,100","79,200",100.13,99.95,99.42,98.47,"12,743,417",45.33%,-82.4,16.82%,-56.00%,15.69,29.08,"940,200","-2,285,312"
2021-07-27,"79,200","79,400","78,500","78,500",99.42,99.03,98.45,97.55,"11,427,693",35.06%,-101.71,14.81%,-96.43%,18.84,27.62,"125,510","-2,088,511"
2021-07-26,"79,400","79,500","78,800","78,800",99.67,99.24,98.67,97.86,"10,040,975",34.62%,-75.68,14.18%,-86.21%,21.98,26.67,"-689,456","-1,233,571"
2021-07-23,"79,700","79,900","79,200","79,300",100.25,99.76,99.11,98.43,"9,098,910",43.21%,-30.84,14.88%,-68.97%,24.75,22.82,"707,095","-797,987"
2021-07-22,"79,000","79,800","78,900","79,700",100.63,100.25,99.46,98.86,"12,618,790",48.15%,-37.1,16.54%,-55.17%,26.03,25.63,"2,922,199","-484,262"
2021-07-21,"79,000","79,100","78,500","78,500",98.89,98.72,97.87,97.31,"12,355,296",38.57%,-132.77,18.97%,-96.55%,19.18,31.94,"-616,526","-2,441,729"
2021-07-20,"78,500","79,000","78,400","79,000",99.27,99.06,98.4,97.83,"12,456,646",38.03%,-151.75,18.05%,-79.31%,19.46,35.43,"16,524","-2,135,807"
2021-07-19,"79,100","79,200","78,800","79,000",99.07,98.79,98.34,97.75,"13,155,414",36.49%,-155.33,16.35%,-92.31%,21.5,32.16,"-1,996,031","-2,796,772"
2021-07-16,"80,100","80,100","79,500","79,800",99.9,99.61,99.28,98.67,"10,859,399",36.00%,-66.22,15.81%,-74.19%,25.32,25.42,"-1,802,600","-87,945"
2021-07-15,"79,800","80,600","79,500","80,600",101,100.59,100.23,99.61,"13,766,279",42.86%,-20.29,18.21%,-48.39%,30.5,30.62,"759,576","2,401,341"
2021-07-14,"79,400","79,600","79,100","79,500",99.8,99.28,98.84,98.18,"11,575,636",36.51%,-115.41,20.98%,-83.87%,17.49,37.21,"-1,164,230","-1,471,231"
2021-07-13,"80,000","80,200","79,800","79,800",99.85,99.5,99.08,98.47,"9,863,450",47.89%,-76.46,18.66%,-74.19%,19.85,28.75,"547,562","-216,060"
2021-07-12,"79,900","80,000","79,500","79,700",99.38,99.23,98.88,98.27,"9,768,108",47.89%,-104.92,18.71%,-77.42%,18.02,31.36,"-374,348","-522,888"
2021-07-09,"79,600","79,800","79,000","79,400",98.83,98.58,98.46,97.81,"22,720,577",46.38%,-153.6,17.44%,-87.10%,16.42,34.64,"-1,860,922","-5,172,372"
2021-07-08,"81,100","81,200","79,900","79,900",99.3,98.94,98.98,98.33,"16,660,998",45.71%,-44.86,14.63%,-88.00%,19,24.37,"-2,255,559","-1,735,505"
2021-07-07,"81,200","81,300","80,300","80,800",100.37,99.89,100.03,99.36,"15,992,202",49.23%,13.46,14.97%,-52.00%,23.65,22.8,"-2,542,210","-404,694"
2021-07-06,"80,600","81,200","80,500","81,200",100.89,100.47,100.51,99.8,"12,131,651",45.71%,33.97,16.99%,-36.00%,28.27,23.35,"844,558","1,282,829"
2021-07-05,"80,100","80,800","80,000","80,400",99.95,99.63,99.47,98.77,"8,330,969",46.48%,-44.35,18.14%,-68.00%,24.86,27,"402,473","-303,642"
2021-07-02,"80,000","80,400","79,900","80,000",99.08,99.19,98.89,98.19,"8,753,097",46.48%,-89.18,20.30%,-84.00%,20.92,31.24,"-397,067","-2,296,689"
